1.863073	1.997455	/e/
0.118688	0.241144	/e/
0.387149	0.483230	/e/
0.714954	0.911826	/u/
0.962692	1.096451	/i/
1.194416	1.292381	/i/
1.335711	1.421430	/e/
1.465703	1.631489	/a/
1.664458	1.805754	/e/
0.088952	0.191670	/a/
0.297565	0.421463	/u/
0.480764	0.547478	/i/
0.547478	0.605720	/a/
0.674552	0.805862	/ai/
0.805862	0.944584	/e/
1.237914	1.279213	/u/
1.352281	1.411582	/i/
1.519595	1.606164	/i/
1.606164	1.722914	/a/
1.999300	2.087193	/e/
2.256625	2.359343	/i/
2.359343	2.479005	/i/
2.734212	2.845402	/i/
0.105719	0.190731	/a/
0.335686	0.391270	/u/
0.515517	0.561293	/i/
0.602708	0.657203	/a/
0.745484	0.882810	/ai/
0.882810	1.039754	/e/
1.167271	1.256642	/u/
1.312226	1.407046	/i/
1.471350	1.519305	/i/
1.519305	1.598867	/a/
1.717665	1.914934	/e/
2.228822	2.386856	/i/
2.386856	2.499115	/i/
2.584126	2.675677	/i/
0.179041	0.287350	/e/
0.455339	0.510599	/e/
0.597909	0.755952	/a/
0.864260	1.028934	/i/
1.151610	1.285339	/a/
1.453328	1.557216	/a/
1.732942	1.851197	/e/
1.953980	2.012555	/a/
2.096550	2.271170	/ai/
2.469000	2.617096	/i/
0.114009	0.244726	/e/
0.391168	0.442275	/e/
0.611322	0.702726	/a/
0.810838	0.895361	/i/
0.979885	1.094876	/a/
1.202988	1.331739	/a/
1.431005	1.595139	/e/
1.685559	1.737650	/a/
1.776963	1.950924	/ai/
2.142577	2.330298	/i/
0.104301	0.334103	/i/
0.413813	0.533377	/a/
0.576624	0.667358	/a/
0.707213	0.831865	/a/
0.957366	1.058275	/e/
1.119329	1.218543	/a/
1.274509	1.397466	/i/
0.147568	0.313207	/i/
0.409578	0.489385	/a/
0.530795	0.633942	/a/
0.672340	0.775487	/a/
0.886917	0.992323	/e/
1.046532	1.195606	/a/
1.239274	1.332634	/i/
0.123576	0.260063	/a/
0.398394	0.490615	/i/
0.555169	0.627101	/i/
0.710100	0.822610	/i/
0.848431	0.970163	/a/
1.147227	1.233914	/o/
1.340891	1.462622	/o/
1.529021	1.608331	/i/
1.671041	1.918193	/i/
2.091568	2.139523	/o/
2.274165	2.405119	/a/
2.523161	2.567427	/i/
2.742647	2.917866	/a/
0.118874	0.281871	/a/
0.418395	0.484840	/i/
0.535192	0.602156	/i/
0.714801	0.789551	/i/
0.805643	0.908425	/a/
1.051697	1.140982	/o/
1.180953	1.319553	/o/
1.354851	1.384959	/i/ 
1.465420	1.575988	/i/
1.689671	1.827233	/o/
1.919632	2.034873	/a/
2.154006	2.205657	/i/
2.345295	2.481818	/a/
0.000000	0.134728	/a/
0.232887	0.325272	/u/
0.392636	0.473472	/i/
0.540836	0.598577	/a/
0.775648	0.810292	/i/
0.958493	1.020083	/e/
1.156735	1.364601	/e/
1.466609	1.549371	/a/
1.603262	1.759161	/o/
1.866944	1.968952	/e/
2.069035	2.205688	/i/
2.346190	2.432801	/i/
2.638742	2.767696	/i/
0.000000	0.165238	/a/
0.277016	0.365467	/u/
0.406290	0.480161	/i/ 
0.526817	0.589024	/a/
0.691082	0.778561	/i/
0.907835	0.998230	/e/
1.110980	1.219843	/e/
1.340369	1.412296	/a/
1.541570	1.660153	/o/
1.790399	1.852606	/e/
1.983824	2.101435	/i/
2.206409	2.319160	/i/
2.489257	2.622419	/i/
0.176457	0.309992	/i/
0.422860	0.543677	/i/
0.627932	0.791671	/ao/
0.791671	0.831413	/e/
0.952230	1.039664	/i/
1.133456	1.203403	/u/
1.286067	1.383039	/a/
1.543599	1.710517	/o/
0.096013	0.200449	/i/
0.254351	0.353734	/i/
0.458169	0.619876	/ae/
0.619876	0.658619	/e/
0.773161	0.854014	/i/
0.928130	0.997192	/u/
1.106681	1.187535	/a/
1.330713	1.489051	/o/
